Time (ns),Distance (Å)
34.920,4.956
34.930,5.100
34.940,4.788
34.950,4.762
34.960,4.704
34.970,4.952
34.980,4.800
34.990,5.255
35.000,5.195
35.010,4.697
35.020,4.668
35.030,4.549
35.040,5.055
35.050,4.598
35.060,4.692
35.070,4.921
35.080,5.232
35.090,5.003
35.100,4.967
35.110,4.650
35.120,4.540
35.130,4.829
35.140,4.621
35.150,4.798
35.160,5.278
35.170,4.458
35.180,4.743
35.190,4.742
35.200,4.520
35.210,4.391
35.220,4.983
35.230,4.666
35.240,4.920
35.250,5.163
35.260,4.600
35.270,4.840
35.280,4.484
35.290,4.704
35.300,4.637
35.310,4.872
35.320,4.551
35.330,4.987
35.340,4.975
35.350,5.117
35.360,4.955
35.370,4.725
35.380,4.665
35.390,4.558
35.400,4.895
35.410,5.051
35.420,4.770
35.430,4.942
35.440,4.878
35.450,4.717
35.460,4.802
35.470,4.481
35.480,4.461
35.490,4.755
35.500,5.032
35.510,4.599
35.520,4.416
35.530,4.607
35.540,3.971
35.550,4.443
35.560,4.490
35.570,5.067
35.580,4.539
35.590,5.095
35.600,4.976
35.610,4.356
35.620,4.602
35.630,4.737
35.640,4.545
35.650,4.840
35.660,4.701
35.670,4.068
35.680,4.774
35.690,4.209
35.700,5.219
35.710,4.019
35.720,4.435
35.730,4.766
35.740,4.746
35.750,4.729
35.760,4.178
35.770,4.831
35.780,4.627
35.790,4.960
35.800,4.460
35.810,4.984
35.820,5.238
35.830,4.670
35.840,4.698
35.850,4.895
35.860,4.548
35.870,4.273
35.880,4.761
35.890,4.453
35.900,4.744
35.910,5.023
35.920,4.929
35.930,4.294
35.940,4.797
35.950,4.818
35.960,4.075
35.970,4.909
35.980,4.657
35.990,4.556
36.000,4.605
36.010,4.386
36.020,5.014
36.030,5.099
36.040,4.556
36.050,4.523
36.060,5.015
36.070,4.978
36.080,3.982
36.090,4.169
36.100,4.415
36.110,4.554
36.120,4.546
36.130,4.268
36.140,5.035
36.150,4.516
36.160,4.607
36.170,4.732
36.180,4.741
36.190,4.567
36.200,4.369
36.210,4.708
36.220,4.223
36.230,4.455
36.240,4.267
36.250,4.320
36.260,4.244
36.270,4.006
36.280,4.224
36.290,4.838
36.300,4.768
36.310,4.620
36.320,5.065
36.330,4.984
36.340,4.274
36.350,4.641
36.360,4.467
36.370,4.441
36.380,4.673
36.390,4.340
36.400,5.230
36.410,4.610
36.420,4.149
36.430,4.443
36.440,4.072
36.450,4.349
36.460,4.404
36.470,4.541
36.480,4.370
36.490,4.926
36.500,4.094
36.510,4.164
36.520,3.888
36.530,4.289
36.540,3.913
36.550,4.301
36.560,4.650
36.570,4.332
36.580,4.209
36.590,4.061
36.600,4.676
36.610,4.086
36.620,4.158
36.630,4.188
36.640,4.572
36.650,5.058
36.660,4.667
36.670,3.890
36.680,3.954
36.690,4.374
36.700,4.424
36.710,4.153
36.720,4.643
36.730,4.663
36.740,4.624
36.750,4.942
36.760,4.731
36.770,4.216
36.780,4.722
36.790,4.473
36.800,4.694
36.810,4.995
36.820,4.846
36.830,4.352
36.840,4.488
36.850,4.229
36.860,4.561
36.870,4.650
36.880,4.469
36.890,4.314
36.900,3.867
36.910,4.289
36.920,4.001
36.930,4.099
36.940,4.556
36.950,4.442
36.960,4.145
36.970,4.439
36.980,4.699
36.990,4.458
37.000,4.386
37.010,4.315
37.020,4.966
37.030,4.740
37.040,4.396
37.050,4.506
37.060,4.538
37.070,4.175
37.080,4.712
37.090,4.468
37.100,4.814
37.110,4.565
37.120,4.642
37.130,4.322
37.140,4.430
37.150,4.349
37.160,4.315
37.170,4.478
37.180,4.336
37.190,4.412
37.200,4.659
37.210,4.936
37.220,3.856
37.230,4.461
37.240,4.037
37.250,4.802
37.260,4.467
37.270,4.287
37.280,4.622
37.290,4.463
37.300,4.188
37.310,4.631
37.320,4.152
37.330,4.071
37.340,4.472
37.350,4.273
37.360,4.167
37.370,4.064
37.380,4.221
37.390,4.279
37.400,4.210
37.410,3.978
37.420,4.117
37.430,4.751
37.440,4.250
37.450,4.287
37.460,4.431
37.470,4.444
37.480,4.581
37.490,4.077
37.500,4.471
37.510,4.637
37.520,4.679
37.530,4.659
37.540,4.052
37.550,3.791
37.560,4.654
37.570,4.474
37.580,3.940
37.590,4.598
37.600,4.233
37.610,3.787
37.620,4.522
37.630,4.794
37.640,4.827
37.650,4.458
37.660,4.913
37.670,4.807
37.680,4.457
37.690,4.452
37.700,4.457
37.710,4.954
37.720,4.896
37.730,4.354
37.740,4.817
37.750,4.398
37.760,4.532
37.770,4.333
37.780,4.458
37.790,4.437
37.800,4.664
37.810,4.294
37.820,4.684
37.830,4.587
37.840,4.117
37.850,4.271
37.860,3.798
37.870,4.369
37.880,4.186
37.890,3.951
37.900,4.200
37.910,3.932
37.920,4.201
37.930,4.300
37.940,4.547
37.950,3.897
37.960,4.120
37.970,4.163
37.980,4.473
37.990,4.473
38.000,4.062
38.010,4.483
38.020,4.245
38.030,4.293
38.040,3.792
38.050,4.112
38.060,4.404
38.070,4.560
38.080,3.878
38.090,4.321
38.100,4.063
38.110,4.133
38.120,4.323
38.130,4.136
38.140,3.877
38.150,4.547
38.160,4.581
38.170,4.552
38.180,4.173
38.190,4.247
38.200,4.231
38.210,5.092
38.220,3.880
38.230,4.747
38.240,4.682
38.250,4.191
38.260,4.499
38.270,4.620
38.280,4.897
38.290,4.533
38.300,4.903
38.310,4.705
38.320,5.135
38.330,5.062
38.340,4.562
38.350,4.799
38.360,4.886
38.370,5.084
38.380,5.007
38.390,4.752
38.400,5.153
38.410,4.928
38.420,4.303
38.430,4.483
38.440,4.231
38.450,4.898
38.460,4.680
38.470,4.490
38.480,4.696
38.490,5.062
38.500,4.085
38.510,3.841
38.520,4.469
38.530,4.383
38.540,5.273
38.550,4.387
38.560,4.820
38.570,4.277
38.580,4.852
38.590,5.027
38.600,4.730
38.610,4.770
38.620,4.419
38.630,4.220
38.640,4.029
38.650,4.344
38.660,5.123
38.670,4.380
38.680,4.462
38.690,4.091
38.700,4.223
38.710,4.608
38.720,4.491
38.730,4.599
38.740,4.585
38.750,4.871
38.760,4.736
38.770,4.587
38.780,4.516
38.790,4.039
38.800,4.238
38.810,4.367
38.820,4.790
38.830,4.418
38.840,4.434
38.850,4.234
38.860,4.504
38.870,4.962
38.880,4.702
38.890,4.699
38.900,4.768
38.910,4.673
38.920,4.778
38.930,4.988
38.940,4.704
38.950,4.902
38.960,4.605
38.970,4.836
38.980,4.462
38.990,4.772
39.000,4.788
39.010,4.701
39.020,4.945
39.030,4.415
39.040,5.122
39.050,4.586
39.060,5.267
39.070,4.722
39.080,4.860
39.090,4.613
39.100,4.409
39.110,4.348
39.120,4.310
39.130,4.153
39.140,4.891
39.150,4.711
39.160,4.401
39.170,4.803
39.180,4.491
39.190,4.799
39.200,4.217
39.210,4.338
39.220,4.512
39.230,4.662
39.240,4.227
39.250,4.812
39.260,4.675
39.270,4.653
39.280,4.479
39.290,4.893
39.300,4.775
39.310,4.745
39.320,4.704
39.330,4.531
39.340,4.628
39.350,4.605
39.360,4.840
39.370,4.689
39.380,4.821
39.390,4.697
39.400,4.435
39.410,4.249
39.420,4.822
39.430,4.348
39.440,4.526
39.450,4.130
39.460,4.466
39.470,4.442
39.480,4.711
39.490,4.384
39.500,4.709
39.510,4.409
39.520,4.588
39.530,4.475
39.540,4.852
39.550,4.443
39.560,4.474
39.570,4.742
39.580,4.582
39.590,4.173
39.600,4.685
39.610,4.094
39.620,4.419
39.630,5.067
39.640,4.198
39.650,4.248
39.660,4.649
39.670,4.754
39.680,4.636
39.690,4.721
39.700,4.390
39.710,4.685
39.720,4.717
39.730,4.578
39.740,4.602
39.750,4.458
39.760,4.922
39.770,4.401
39.780,4.597
39.790,4.929
39.800,4.407
39.810,4.264
39.820,4.553
39.830,4.298
39.840,4.629
39.850,4.654
39.860,4.825
39.870,4.216
39.880,4.661
39.890,4.413
39.900,4.652
39.910,4.701
39.920,4.335
39.930,4.666
39.940,4.558
39.950,5.027
39.960,4.565
39.970,5.108
39.980,4.969
39.990,4.478
40.000,4.482
40.010,4.412
40.020,4.420
40.030,4.728
40.040,4.544
40.050,4.651
40.060,4.647
40.070,4.647
40.080,4.837
40.090,4.575
40.100,4.557
40.110,4.580
40.120,4.509
40.130,4.819
40.140,4.707
40.150,4.538
40.160,4.285
40.170,4.411
40.180,4.519
40.190,4.606
40.200,4.370
40.210,4.903
40.220,4.369
40.230,4.807
40.240,4.771
40.250,4.554
40.260,4.464
40.270,4.638
40.280,5.095
40.290,4.840
40.300,4.854
40.310,4.598
40.320,4.843
40.330,4.161
40.340,4.630
40.350,4.256
40.360,3.968
40.370,4.942
40.380,4.607
40.390,4.260
40.400,4.407
40.410,4.440
40.420,4.526
40.430,4.750
40.440,4.809
40.450,4.435
40.460,4.578
40.470,4.440
40.480,4.318
40.490,3.969
40.500,4.340
40.510,4.404
40.520,4.611
40.530,4.698
40.540,4.547
40.550,4.435
40.560,4.733
40.570,4.025
40.580,4.405
40.590,4.868
40.600,4.334
40.610,4.270
40.620,4.918
40.630,4.965
40.640,4.350
40.650,4.773
40.660,4.971
40.670,4.676
40.680,4.529
40.690,4.561
40.700,4.169
40.710,4.835
40.720,4.204
40.730,4.508
40.740,4.644
40.750,4.139
40.760,4.808
40.770,4.934
40.780,4.404
40.790,4.337
40.800,4.652
40.810,4.702
40.820,4.522
40.830,4.526
40.840,4.292
40.850,4.325
40.860,3.933
40.870,4.181
40.880,4.028
40.890,3.577
40.900,4.354
40.910,4.499
40.920,4.243
40.930,4.586
40.940,4.421
40.950,3.891
40.960,4.427
40.970,4.343
40.980,3.779
40.990,4.431
41.000,3.941
41.010,4.402
41.020,4.893
41.030,4.119
41.040,4.023
41.050,4.372
41.060,4.633
41.070,4.332
41.080,4.141
41.090,4.355
41.100,4.120
41.110,4.172
41.120,4.444
41.130,4.156
41.140,4.567
41.150,4.327
41.160,4.507
41.170,4.631
41.180,4.441
41.190,4.105
41.200,3.620
41.210,4.122
41.220,3.938
41.230,4.288
41.240,4.641
41.250,4.326
41.260,4.023
41.270,3.661
41.280,3.960
41.290,4.061
41.300,3.934
41.310,3.698
41.320,4.484
41.330,3.821
41.340,4.161
41.350,4.413
41.360,4.653
41.370,4.069
41.380,3.828
41.390,4.386
41.400,3.965
41.410,4.073
41.420,4.252
41.430,3.932
41.440,3.441
41.450,4.127
41.460,4.172
41.470,4.588
41.480,4.122
41.490,4.417
41.500,4.194
41.510,3.956
41.520,4.388
41.530,3.939
41.540,4.236
41.550,4.615
41.560,3.849
41.570,4.422
41.580,4.375
41.590,4.148
41.600,4.138
41.610,4.213
41.620,4.417
41.630,4.029
41.640,4.112
41.650,4.354
41.660,4.686
41.670,5.016
41.680,4.482
41.690,3.926
41.700,4.499
41.710,4.618
41.720,4.584
41.730,4.088
41.740,4.938
41.750,4.643
41.760,4.569
41.770,4.292
41.780,4.618
41.790,4.422
41.800,4.795
41.810,4.778
41.820,5.012
41.830,4.498
41.840,4.775
41.850,4.030
41.860,4.399
41.870,3.864
41.880,4.443
41.890,4.652
41.900,4.208
41.910,4.298
41.920,3.869
41.930,4.105
41.940,4.298
41.950,4.652
41.960,4.223
41.970,4.337
41.980,4.229
41.990,4.129
42.000,4.551
42.010,4.481
42.020,4.062
42.030,4.241
42.040,3.654
42.050,4.179
42.060,4.497
42.070,4.085
42.080,4.029
42.090,3.835
42.100,4.317
42.110,4.821
42.120,3.967
42.130,4.387
42.140,4.679
42.150,4.442
42.160,4.449
42.170,4.414
42.180,4.250
42.190,4.545
42.200,4.609
42.210,4.234
42.220,4.613
42.230,4.091
42.240,4.613
42.250,4.827
42.260,4.152
42.270,3.651
42.280,4.394
42.290,4.393
42.300,4.116
42.310,4.152
42.320,4.931
42.330,4.124
42.340,4.099
42.350,4.754
42.360,3.937
42.370,4.563
42.380,4.600
42.390,4.604
42.400,4.398
42.410,4.535
42.420,4.569
42.430,4.539
42.440,4.717
42.450,4.425
42.460,4.083
42.470,4.151
42.480,4.441
42.490,4.497
42.500,4.195
42.510,4.412
42.520,4.557
42.530,4.437
42.540,4.370
42.550,4.412
42.560,4.282
42.570,4.202
42.580,4.696
42.590,4.168
42.600,4.338
42.610,4.675
42.620,4.055
42.630,4.388
42.640,4.737
42.650,4.435
42.660,4.718
42.670,4.709
42.680,4.270
42.690,4.468
42.700,4.288
42.710,4.488
42.720,4.630
42.730,4.524
42.740,4.210
42.750,4.358
42.760,4.135
42.770,4.527
42.780,4.235
42.790,4.454
42.800,4.139
42.810,4.495
42.820,4.501
42.830,4.922
42.840,4.231
42.850,4.590
42.860,4.266
42.870,4.133
42.880,4.758
42.890,4.459
42.900,4.280
42.910,4.488
42.920,4.357
42.930,4.830
42.940,4.660
42.950,4.369
42.960,4.107
42.970,4.193
42.980,4.256
42.990,3.877
43.000,3.927
43.010,4.148
43.020,4.296
43.030,3.852
43.040,4.070
43.050,4.217
43.060,4.488
43.070,4.177
43.080,4.328
43.090,4.583
43.100,4.670
43.110,4.167
43.120,4.042
43.130,4.396
43.140,4.685
43.150,4.793
43.160,4.469
43.170,4.908
43.180,4.910
43.190,4.679
43.200,4.217
43.210,4.114
43.220,4.553
43.230,3.780
43.240,4.019
43.250,4.688
43.260,4.094
43.270,4.573
43.280,3.835
43.290,3.910
43.300,4.659
43.310,4.400
43.320,4.267
43.330,4.286
43.340,4.676
43.350,4.154
43.360,4.114
43.370,4.599
43.380,4.521
43.390,4.166
43.400,4.024
43.410,4.155
43.420,4.475
43.430,4.083
43.440,4.181
43.450,4.319
43.460,4.707
43.470,4.228
43.480,4.061
43.490,4.050
43.500,4.185
43.510,4.247
43.520,4.367
43.530,4.802
43.540,4.409
43.550,4.361
43.560,4.212
43.570,4.491
43.580,4.275
43.590,4.006
43.600,4.360
43.610,4.160
43.620,4.291
43.630,4.259
43.640,4.271
43.650,3.988
43.660,4.512
43.670,4.342
43.680,4.645
43.690,4.203
43.700,4.278
43.710,4.732
43.720,4.613
43.730,4.278
43.740,4.391
43.750,3.956
43.760,3.827
43.770,4.119
43.780,4.039
43.790,3.690
43.800,4.306
43.810,4.208
43.820,3.864
43.830,4.611
43.840,4.563
43.850,3.861
43.860,3.822
43.870,4.139
43.880,4.317
43.890,4.369
43.900,4.259
43.910,4.419
43.920,3.780
43.930,4.164
43.940,3.783
43.950,4.442
43.960,4.407
43.970,4.120
43.980,4.362
43.990,4.004
44.000,4.035
44.010,4.520
44.020,4.615
44.030,3.788
44.040,4.728
44.050,4.366
44.060,4.478
44.070,4.750
44.080,4.553
44.090,4.114
44.100,4.573
44.110,4.028
44.120,4.737
44.130,4.625
44.140,4.641
44.150,3.747
44.160,4.680
44.170,4.029
44.180,4.527
44.190,4.864
44.200,4.340
44.210,4.519
44.220,4.564
44.230,4.548
44.240,3.926
44.250,4.313
44.260,4.243
44.270,4.917
44.280,4.211
44.290,4.282
44.300,4.632
44.310,4.736
44.320,4.102
44.330,4.713
44.340,3.947
44.350,4.738
44.360,4.471
44.370,4.387
44.380,4.281
44.390,4.345
44.400,4.525
44.410,4.359
44.420,3.963
44.430,4.248
44.440,4.508
44.450,4.355
44.460,4.449
44.470,4.499
44.480,4.290
44.490,4.278
44.500,4.115
44.510,3.431
44.520,4.116
44.530,4.210
44.540,4.566
44.550,4.535
44.560,4.270
44.570,4.467
44.580,4.543
44.590,4.009
44.600,4.644
44.610,3.781
44.620,3.642
44.630,4.016
44.640,4.060
44.650,3.704
44.660,4.453
44.670,4.193
44.680,4.099
44.690,3.986
44.700,4.046
44.710,4.277
44.720,4.429
44.730,4.371
44.740,3.571
44.750,3.979
44.760,4.124
44.770,4.689
44.780,4.108
44.790,3.831
44.800,4.235
44.810,4.007
44.820,3.921
44.830,3.946
44.840,4.146
44.850,4.017
44.860,3.814
44.870,3.785
44.880,4.093
44.890,4.403
44.900,4.514
44.910,4.497
44.920,4.538
44.930,4.409
44.940,4.386
44.950,4.634
44.960,4.406
44.970,3.538
44.980,4.035
44.990,4.086
45.000,4.087
45.010,3.483
45.020,4.077
45.030,4.247
45.040,4.297
45.050,3.589
45.060,3.777
45.070,3.521
45.080,4.164
45.090,3.966
45.100,4.094
45.110,4.412
45.120,4.291
45.130,4.417
45.140,3.974
45.150,4.314
45.160,4.125
45.170,4.050
45.180,4.099
45.190,3.824
45.200,3.936
45.210,4.522
45.220,4.630
45.230,4.236
45.240,4.051
45.250,4.380
45.260,4.893
45.270,4.422
45.280,4.357
45.290,4.220
45.300,4.660
45.310,4.257
45.320,4.748
45.330,3.870
45.340,4.732
45.350,4.799
45.360,4.070
45.370,5.061
45.380,4.554
45.390,4.312
45.400,4.566
45.410,4.634
45.420,4.303
45.430,4.857
45.440,4.527
45.450,4.406
45.460,4.464
45.470,3.962
45.480,4.584
45.490,4.327
45.500,4.635
45.510,4.461
45.520,4.303
45.530,3.901
45.540,4.200
45.550,4.304
45.560,4.407
45.570,4.066
45.580,4.587
45.590,5.045
45.600,4.645
45.610,4.273
45.620,4.615
45.630,4.599
45.640,4.346
45.650,4.986
45.660,4.394
45.670,4.429
45.680,4.823
45.690,4.188
45.700,4.226
45.710,4.316
45.720,4.317
45.730,4.285
45.740,4.883
45.750,4.593
45.760,4.578
45.770,4.277
45.780,4.496
45.790,4.564
45.800,4.660
45.810,4.551
45.820,4.360
45.830,4.186
45.840,4.180
45.850,4.360
45.860,4.010
45.870,4.527
45.880,4.407
45.890,4.103
45.900,4.431
45.910,4.340
45.920,3.904
45.930,4.039
45.940,3.787
45.950,4.391
45.960,4.007
45.970,4.254
45.980,4.120
45.990,3.848
46.000,4.248
46.010,4.174
46.020,4.354
46.030,4.290
46.040,4.408
46.050,4.306
46.060,4.197
46.070,4.307
46.080,4.643
46.090,4.001
46.100,3.959
46.110,4.222
46.120,3.788
46.130,4.384
46.140,4.477
46.150,4.660
46.160,4.013
46.170,4.563
46.180,4.276
46.190,4.871
46.200,4.580
46.210,4.249
46.220,4.317
46.230,4.398
46.240,4.277
46.250,4.293
46.260,4.355
46.270,4.102
46.280,4.136
46.290,4.423
46.300,4.716
46.310,3.974
46.320,4.580
46.330,4.820
46.340,4.021
46.350,4.051
46.360,4.404
46.370,3.931
46.380,4.208
46.390,4.137
46.400,4.374
46.410,4.282
46.420,4.176
46.430,4.263
46.440,4.438
46.450,3.721
46.460,4.332
46.470,3.917
46.480,4.156
46.490,4.157
46.500,4.089
46.510,4.828
46.520,4.539
46.530,4.092
46.540,4.191
46.550,4.169
46.560,3.770
46.570,4.465
46.580,4.411
46.590,4.106
46.600,4.563
46.610,4.179
46.620,4.336
46.630,4.412
46.640,4.689
46.650,4.431
46.660,4.260
46.670,4.172
46.680,3.962
46.690,4.445
46.700,4.275
46.710,4.117
46.720,4.190
46.730,4.759
46.740,4.303
46.750,4.407
46.760,4.409
46.770,4.096
46.780,4.144
46.790,4.178
46.800,4.054
46.810,4.277
46.820,4.313
46.830,3.829
46.840,4.162
46.850,4.070
46.860,4.271
46.870,4.172
46.880,4.343
46.890,3.966
46.900,4.288
46.910,3.853
46.920,4.465
46.930,4.630
46.940,4.378
46.950,4.114
46.960,4.303
46.970,4.120
46.980,4.318
46.990,4.060
47.000,4.360
47.010,4.299
47.020,3.824
47.030,4.124
47.040,4.130
47.050,4.413
47.060,4.115
47.070,4.667
47.080,4.014
47.090,3.992
47.100,4.036
47.110,4.074
47.120,4.235
47.130,4.577
47.140,4.617
47.150,4.544
47.160,4.096
47.170,4.397
47.180,4.337
47.190,4.533
47.200,4.218
47.210,4.936
47.220,4.377
47.230,4.148
47.240,3.750
47.250,4.317
47.260,4.431
47.270,4.201
47.280,4.341
47.290,4.659
47.300,4.653
47.310,4.567
47.320,4.330
47.330,4.542
47.340,4.388
47.350,4.388
47.360,4.439
47.370,3.882
47.380,4.309
47.390,4.836
47.400,4.527
47.410,4.167
47.420,4.028
47.430,3.884
47.440,4.375
47.450,3.764
47.460,4.020
47.470,4.031
47.480,4.398
47.490,4.426
47.500,4.444
47.510,4.356
47.520,4.554
47.530,4.136
47.540,4.364
47.550,4.404
47.560,4.255
47.570,4.500
47.580,4.275
47.590,4.377
47.600,4.558
47.610,4.679
47.620,4.496
47.630,4.436
47.640,4.458
47.650,4.322
47.660,4.067
47.670,4.272
47.680,4.574
47.690,3.973
47.700,4.213
47.710,4.285
47.720,4.837
47.730,3.698
47.740,4.232
47.750,4.453
47.760,4.809
47.770,4.301
47.780,4.245
47.790,4.072
47.800,3.994
47.810,4.307
47.820,4.148
47.830,4.101
47.840,4.773
47.850,4.152
47.860,4.463
47.870,4.740
47.880,4.326
47.890,4.329
47.900,4.701
47.910,4.043
47.920,4.250
47.930,4.543
47.940,4.305
47.950,4.253
47.960,4.077
47.970,4.320
47.980,4.390
47.990,3.985
48.000,4.377
48.010,4.329
48.020,4.061
48.030,4.129
48.040,3.589
48.050,4.089
48.060,3.974
48.070,3.830
48.080,4.221
48.090,3.973
48.100,4.094
48.110,4.096
48.120,4.128
48.130,4.099
48.140,4.666
48.150,4.196
48.160,4.243
48.170,4.003
48.180,4.310
48.190,4.063
48.200,4.471
48.210,4.212
48.220,4.238
48.230,4.007
48.240,4.826
48.250,4.404
48.260,4.206
48.270,4.354
48.280,4.321
48.290,4.468
48.300,4.184
48.310,4.741
48.320,4.452
48.330,4.108
48.340,4.481
48.350,4.187
48.360,4.053
48.370,4.228
48.380,4.446
48.390,4.805
48.400,3.855
48.410,4.247
48.420,4.423
48.430,4.660
48.440,4.753
48.450,4.180
48.460,4.514
48.470,4.232
48.480,4.443
48.490,4.206
48.500,4.311
48.510,4.051
48.520,4.292
48.530,4.279
48.540,4.602
48.550,4.503
48.560,4.546
48.570,4.141
48.580,4.115
48.590,4.053
48.600,4.237
48.610,4.214
48.620,4.067
48.630,4.148
48.640,3.946
48.650,4.535
48.660,4.253
48.670,4.150
48.680,4.345
48.690,4.450
48.700,4.407
48.710,3.783
48.720,4.199
48.730,4.482
48.740,4.346
48.750,4.155
48.760,4.104
48.770,3.635
48.780,4.246
48.790,4.446
48.800,3.993
48.810,4.315
48.820,4.302
48.830,4.244
48.840,3.949
48.850,4.404
48.860,3.813
48.870,4.248
48.880,4.510
48.890,4.357
48.900,4.296
48.910,4.477
48.920,4.415
48.930,4.713
48.940,4.443
48.950,4.557
48.960,4.024
48.970,3.686
48.980,4.328
48.990,4.467
49.000,4.580
49.010,4.736
49.020,3.888
49.030,3.860
49.040,3.892
49.050,3.761
49.060,4.248
49.070,4.427
49.080,4.206
49.090,4.507
49.100,4.315
49.110,4.343
49.120,4.090
49.130,4.082
49.140,4.213
49.150,4.108
49.160,3.716
49.170,3.727
49.180,4.399
49.190,4.150
49.200,4.820
49.210,4.293
49.220,4.089
49.230,4.406
49.240,4.389
49.250,4.427
49.260,4.266
49.270,4.033
49.280,4.571
49.290,4.673
49.300,3.814
49.310,4.234
49.320,4.693
49.330,4.689
49.340,4.710
49.350,4.512
49.360,4.183
49.370,4.380
49.380,4.246
49.390,4.403
49.400,4.437
49.410,4.352
49.420,4.323
49.430,4.049
49.440,4.268
49.450,4.288
49.460,4.098
49.470,4.697
49.480,4.195
49.490,4.515
49.500,4.177
49.510,4.103
49.520,4.169
49.530,4.396
49.540,4.526
49.550,4.467
49.560,4.375
49.570,4.546
49.580,4.600
49.590,4.580
49.600,3.826
49.610,4.776
49.620,4.197
49.630,4.566
49.640,4.437
49.650,3.551
49.660,3.742
49.670,3.894
49.680,4.618
49.690,4.024
49.700,4.155
49.710,4.477
49.720,4.350
49.730,4.174
49.740,4.446
49.750,3.943
49.760,4.589
49.770,4.573
49.780,4.052
49.790,3.988
49.800,4.273
49.810,4.070
49.820,4.104
49.830,4.746
49.840,4.358
49.850,4.356
49.860,4.339
49.870,4.400
49.880,4.329
49.890,4.441
49.900,4.149
49.910,4.193
49.920,4.408
49.930,3.935
49.940,3.857
49.950,4.311
49.960,3.771
49.970,4.063
49.980,4.184
49.990,4.079
50.000,4.302
50.010,4.370
50.020,4.340
50.030,4.373
50.040,3.917
50.050,4.244
50.060,4.089
50.070,4.032
50.080,4.500
50.090,4.228
50.100,3.980
50.110,4.657
50.120,4.035
50.130,4.264
50.140,3.800
50.150,4.181
50.160,4.122
50.170,4.626
50.180,4.200
50.190,4.258
50.200,4.111
50.210,4.167
50.220,4.083
50.230,4.187
50.240,4.855
50.250,4.490
50.260,4.504
50.270,4.205
50.280,3.993
50.290,3.672
50.300,4.032
50.310,4.378
50.320,3.992
50.330,5.063
50.340,4.317
50.350,4.767
50.360,4.649
50.370,4.316
50.380,4.431
50.390,4.252
50.400,4.020
50.410,3.980
50.420,4.737
50.430,4.408
50.440,4.440
50.450,4.417
50.460,4.520
50.470,4.509
50.480,4.566
50.490,4.289
50.500,3.951
50.510,3.822
50.520,4.137
50.530,5.039
50.540,4.488
50.550,4.078
50.560,4.345
50.570,4.818
50.580,4.391
50.590,4.131
50.600,4.624
50.610,4.095
50.620,4.438
50.630,4.179
50.640,4.692
50.650,4.370
50.660,4.329
50.670,4.312
50.680,4.663
50.690,4.580
50.700,3.988
50.710,4.234
50.720,4.477
50.730,4.275
50.740,4.536
50.750,3.735
50.760,4.444
50.770,4.464
50.780,4.631
50.790,4.485
50.800,4.115
50.810,4.566
50.820,4.278
50.830,4.096
50.840,3.888
50.850,4.429
50.860,4.294
50.870,4.363
50.880,3.961
50.890,4.035
50.900,4.478
50.910,4.076
50.920,4.171
50.930,4.217
50.940,3.959
50.950,3.906
50.960,4.480
50.970,4.524
50.980,3.940
50.990,4.579
51.000,4.386
51.010,4.547
51.020,3.810
51.030,4.492
51.040,4.516
51.050,4.460
51.060,3.663
51.070,4.234
51.080,3.886
51.090,4.414
51.100,3.875
51.110,4.126
51.120,4.365
51.130,4.295
51.140,4.234
51.150,4.067
51.160,3.910
51.170,4.042
51.180,4.214
51.190,4.272
51.200,4.029
51.210,4.116
51.220,4.161
51.230,4.170
51.240,4.692
51.250,3.945
51.260,3.956
51.270,4.295
51.280,3.999
51.290,4.260
51.300,4.437
51.310,4.277
51.320,4.467
51.330,4.208
51.340,4.613
51.350,3.845
51.360,4.502
51.370,4.488
51.380,4.572
51.390,4.365
51.400,4.677
51.410,4.342
51.420,4.488
51.430,4.327
51.440,4.373
51.450,4.309
51.460,4.589
51.470,4.199
51.480,4.088
51.490,4.424
51.500,4.323
51.510,4.691
51.520,4.336
51.530,4.299
51.540,4.530
51.550,4.123
51.560,3.885
51.570,4.520
51.580,4.677
51.590,4.660
51.600,4.644
51.610,4.261
51.620,4.208
51.630,4.104
51.640,4.330
51.650,4.458
51.660,4.450
51.670,4.204
51.680,3.764
51.690,4.220
51.700,4.343
51.710,4.171
51.720,4.560
51.730,4.672
51.740,4.082
51.750,4.512
51.760,4.502
51.770,4.994
51.780,4.856
51.790,4.571
51.800,4.488
51.810,4.542
51.820,4.565
51.830,4.819
51.840,4.337
51.850,3.931
51.860,4.419
51.870,4.452
51.880,4.555
51.890,4.280
51.900,4.650
51.910,4.246
51.920,3.908
51.930,4.577
51.940,4.196
51.950,4.204
51.960,4.008
51.970,4.391
51.980,4.307
51.990,4.178
52.000,4.113
52.010,4.046
52.020,4.503
52.030,4.999
52.040,4.572
52.050,5.292
52.060,4.554
52.070,4.945
52.080,4.756
52.090,4.919
52.100,4.729
52.110,4.234
52.120,4.196
52.130,4.909
52.140,4.642
52.150,5.005
52.160,4.803
52.170,4.775
52.180,5.279
52.190,4.662
52.200,5.297
52.210,4.590
52.220,4.455
52.230,4.513
52.240,4.337
52.250,4.761
52.260,4.276
52.270,4.747
52.280,4.862
52.290,4.221
52.300,4.567
52.310,4.572
52.320,4.375
52.330,4.724
52.340,4.475
52.350,4.682
52.360,4.218
52.370,4.342
52.380,4.501
52.390,4.547
